County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,suicideRate
"Lancaster County, NE",31109,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,38,306468,12.4
"Sarpy County, NE",31153,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,175692, 
"Clark County, NV",32003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,374,2114801,17.7
"Elko County, NV",32007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,51935, 
"Lyon County, NV",32019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,52585, 
"Nye County, NV",32023,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,42477, 
"Washoe County, NV",32031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,97,446903,21.7
"Carson City, NV",32510,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,54521, 
"Belknap County, NH",33001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,60641, 
"Carroll County, NH",33003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,47285, 
"Cheshire County, NH",33005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,75909, 
"Grafton County, NH",33009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,89320, 
"Hillsborough County, NH",33011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,406678,17
"Merrimack County, NH",33013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,26,147994,17.6
"Rockingham County, NH",33015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,53,301777,17.6
"Strafford County, NH",33017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,126825, 
"Atlantic County, NJ",34001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,36,274219,13.1
"Bergen County, NJ",34003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,66,938506,7
"Burlington County, NJ",34005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,48,450226,10.7
"Camden County, NJ",34007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,56,510923,11
"Cape May County, NJ",34009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,94727, 
"Cumberland County, NJ",34011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,155854, 
"Essex County, NJ",34013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,42,797434,5.3
"Gloucester County, NJ",34015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,34,291479,11.7
"Hudson County, NJ",34017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,44,674836,6.5
"Hunterdon County, NJ",34019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,125488, 
"Mercer County, NJ",34021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,30,371398,8.1
"Middlesex County, NJ",34023,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,70,840900,8.3
"Monmouth County, NJ",34025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,71,628715,11.3
"Morris County, NJ",34027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,47,499509,9.4
"Ocean County, NJ",34029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,67,588721,11.4
"Passaic County, NJ",34031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,26,510916,5.1
"Somerset County, NJ",34035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,333654, 
"Sussex County, NJ",34037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,29,143673,20.2
"Union County, NJ",34039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,40,555786,7.2
"Bernalillo County, NM",35001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,155,676685,22.9
"Chaves County, NM",35005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,65764, 
"Curry County, NM",35009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,50398, 
"Dona Ana County, NM",35013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,40,214295,18.7
"Eddy County, NM",35015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,57578, 
"Lea County, NM",35025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,71180, 
"McKinley County, NM",35031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,76708, 
"Otero County, NM",35035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,64362, 
"Rio Arriba County, NM",35039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,39465, 
"Sandoval County, NM",35043,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,26,139394,18.7
"San Juan County, NM",35045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,40,118737,33.7
"Santa Fe County, NM",35049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,29,148686,19.5
"Taos County, NM",35055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,32907, 
"Valencia County, NM",35061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,75737, 
"Albany County, NY",36001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,32,309381,10.3
"Bronx County, NY",36005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,87,1455444,6
"Broome County, NY",36007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,196567, 
"Cattaraugus County, NY",36009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,77922, 
"Chautauqua County, NY",36013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,130779, 
"Clinton County, NY",36019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,81251, 
"Dutchess County, NY",36027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,34,295754,11.5
"Erie County, NY",36029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,100,922578,10.8
"Fulton County, NY",36035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,53992, 
"Greene County, NY",36039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,47625, 
"Kings County, NY",36047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,137,2636735,5.2
"Madison County, NY",36053,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,71849, 
"Monroe County, NY",36055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,80,749600,10.7
"Nassau County, NY",36059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,94,1361350,6.9
"New York County, NY",36061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,130,1644518,7.9
"Niagara County, NY",36063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,212652,15.5
"Oneida County, NY",36065,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,232500,9.5
"Onondaga County, NY",36067,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,50,468463,10.7
"Ontario County, NY",36069,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,109561, 
"Orange County, NY",36071,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,29,377647,7.7
"Oswego County, NY",36075,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,120146,18.3
"Otsego County, NY",36077,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,60636, 
"Queens County, NY",36081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,136,2339150,5.8
"Rensselaer County, NY",36083,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,19,160266, 
"Richmond County, NY",36085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,474558,7
"Rockland County, NY",36087,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,326037, 
"St. Lawrence County, NY",36089,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,111007, 
"Saratoga County, NY",36091,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,35,226249,15.5
"Schenectady County, NY",36093,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,154604, 
"Suffolk County, NY",36103,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,141,1501587,9.4
"Ulster County, NY",36111,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,180143,17.2
"Warren County, NY",36113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,64688, 
"Wayne County, NY",36117,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,91446, 
"Westchester County, NY",36119,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,61,976396,6.2
"Alamance County, NC",37001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,158276, 
"Beaufort County, NC",37013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,47651, 
"Brunswick County, NC",37019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,122765, 
"Buncombe County, NC",37021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,36,253178,14.2
"Burke County, NC",37023,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,88842, 
"Cabarrus County, NC",37025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,196762,14.2
"Caldwell County, NC",37027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,81287, 
"Carteret County, NC",37031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,68879, 
"Catawba County, NC",37035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,155056,21.3
"Cleveland County, NC",37045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,96879, 
"Craven County, NC",37049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,103451, 
"Cumberland County, NC",37051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,52,323838,16.1
"Davidson County, NC",37057,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,164622,18.8
"Durham County, NC",37063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,24,300952,8
"Forsyth County, NC",37067,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,44,369019,11.9
"Franklin County, NC",37069,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,63710, 
"Gaston County, NC",37071,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,41,213442,19.2
"Guilford County, NC",37081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,71,517600,13.7
"Harnett County, NC",37085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,128140,17.9
"Henderson County, NC",37089,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,112655,29.3
"Iredell County, NC",37097,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,169866,13.5
"Johnston County, NC",37101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,185660,11.8
"Lee County, NC",37105,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,59660, 
"McDowell County, NC",37111,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,44989, 
"Macon County, NC",37113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,34201, 
"Mecklenburg County, NC",37119,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,108,1034070,10.4
"Moore County, NC",37125,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,94352, 
"Nash County, NC",37127,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,93919, 
"New Hanover County, NC",37129,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,29,220358,13.2
"Onslow County, NC",37133,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,35,186311,18.8
"Orange County, NC",37135,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,141354, 
"Pender County, NC",37141,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,57611, 
"Pitt County, NC",37147,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,175842,11.4
"Randolph County, NC",37151,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,142799,19.6
"Robeson County, NC",37155,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,134197,15.6
"Rockingham County, NC",37157,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,91758, 
"Rowan County, NC",37159,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,27,139142,19.4
"Rutherford County, NC",37161,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,66390, 
"Stanly County, NC",37167,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,60714, 
"Stokes County, NC",37169,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,46351, 
"Surry County, NC",37171,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,72743, 
"Union County, NC",37179,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,222742,9
"Vance County, NC",37181,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,44568, 
"Wake County, NC",37183,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,92,1024198,9
"Wayne County, NC",37191,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,124132, 
"Wilkes County, NC",37193,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,68502, 
"Wilson County, NC",37195,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,81714, 
"Burleigh County, ND",38015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,92991, 
"Cass County, ND",38017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,171512,11.7
"Grand Forks County, ND",38035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,70916, 
"Ward County, ND",38101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,71275, 
"Allen County, OH",39003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,104425, 
"Ashtabula County, OH",39007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,19,98632, 
"Butler County, OH",39017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,46,376353,12.2
"Champaign County, OH",39021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,38987, 
"Clark County, OH",39023,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,135959,16.2
"Clermont County, OH",39025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,201973, 
"Columbiana County, OH",39029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,104806,19.1
"Cuyahoga County, OH",39035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,153,1255921,12.2
"Darke County, OH",39037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,52076, 
"Delaware County, OH",39041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,193013, 
"Fairfield County, OH",39045,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,151408, 
"Franklin County, OH",39049,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,159,1251722,12.7
"Geauga County, OH",39055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,94102, 
"Greene County, OH",39057,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,164427,18.9
"Guernsey County, OH",39059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,39258, 
"Hamilton County, OH",39061,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,95,807598,11.8
"Lake County, OH",39085,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,229245,13.5
"Lawrence County, OH",39087,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,61109, 
"Licking County, OH",39089,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,170570,19.3
"Logan County, OH",39091,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,45386, 
"Lorain County, OH",39093,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,47,305147,15.4
"Lucas County, OH",39095,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,56,433689,12.9
"Madison County, OH",39097,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,44094, 
"Mahoning County, OH",39099,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,36,231900,15.5
"Marion County, OH",39101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,65355, 
"Medina County, OH",39103,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,176395,15.9
"Miami County, OH",39109,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,19,104224, 
"Montgomery County, OH",39113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,80,532258,15
"Muskingum County, OH",39119,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,86290, 
"Portage County, OH",39133,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,23,162275,14.2
"Richland County, OH",39139,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,121707,23
"Ross County, OH",39141,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,77170, 
"Seneca County, OH",39147,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,55610, 
"Stark County, OH",39151,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,66,375165,17.6
"Summit County, OH",39153,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,108,541968,19.9
"Trumbull County, OH",39155,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,38,203751,18.7
"Tuscarawas County, OH",39157,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,92916, 
"Warren County, OH",39165,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,224469,9.8
"Wayne County, OH",39169,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,116063, 
"Wood County, OH",39173,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,129730, 
"Bryan County, OK",40013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,44884, 
"Canadian County, OK",40017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,30,133378,22.5
"Carter County, OK",40019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,48689, 
"Cherokee County, OK",40021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,48447, 
"Cleveland County, OK",40027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,46,274458,16.8
"Comanche County, OK",40031,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,124648, 
"Creek County, OK",40037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,24,70892,33.9
"Delaware County, OK",40041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,41459, 
"Garfield County, OK",40047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,63569, 
"Grady County, OK",40051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,54648, 
"Le Flore County, OK",40079,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,49605, 
"Lincoln County, OK",40081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,35042, 
"Logan County, OK",40083,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,45996, 
"Mayes County, OK",40097,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,40887, 
"Muskogee County, OK",40101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,69699, 
"Oklahoma County, OK",40109,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,134,776864,17.2
"Okmulgee County, OK",40111,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,39187, 
"Osage County, OK",40113,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,47887, 
"Pittsburg County, OK",40121,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,44610, 
"Pottawatomie County, OK",40125,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,71875, 
"Rogers County, OK",40131,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,90802, 
"Sequoyah County, OK",40135,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,41153, 
"Stephens County, OK",40137,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,44581, 
"Tulsa County, OK",40143,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,125,639242,19.6
"Wagoner County, OK",40145,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,76559, 
"Benton County, OR",41003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,87572, 
"Clackamas County, OR",41005,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,77,401515,19.2
"Clatsop County, OR",41007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,37831, 
"Columbia County, OR",41009,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,49600, 
"Coos County, OR",41011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,63121, 
"Curry County, OR",41015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,22483, 
"Deschutes County, OR",41017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,34,175268,19.4
"Douglas County, OR",41019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,33,107685,30.6
"Jackson County, OR",41029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,55,212567,25.9
"Josephine County, OR",41033,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,25,84745,29.5
"Klamath County, OR",41035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,66016, 
"Lane County, OR",41039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,74,362895,20.4
"Lincoln County, OR",41041,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,47038, 
"Linn County, OR",41043,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,120547,18.3
"Marion County, OR",41047,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,54,330700,16.3
"Multnomah County, OR",41051,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,126,790294,15.9
"Umatilla County, OR",41059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,76531, 
"Washington County, OR",41067,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,74,574326,12.9
"Yamhill County, OR",41071,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,102659,20.5
"Adams County, PA",42001,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,102295, 
"Allegheny County, PA",42003,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,178,1230459,14.5
"Beaver County, PA",42007,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,168871,13
"Berks County, PA",42011,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,50,415271,12
"Blair County, PA",42013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,22,125593,17.5
"Bradford County, PA",42015,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,61281, 
"Bucks County, PA",42017,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,82,627367,13.1
"Butler County, PA",42019,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,186818,15
"Cambria County, PA",42021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,25,136411,18.3
"Carbon County, PA",42025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,63960, 
"Centre County, PA",42027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,160580, 
"Chester County, PA",42029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,69,515939,13.4
"Clearfield County, PA",42033,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,18,80994, 
"Columbia County, PA",42037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,66672, 
